,flower,datetime,image,label
5328,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:51 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240749.jpg,1
5300,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:51 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240721.jpg,1
5274,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:51 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240695.jpg,1
5199,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:50 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240620.jpg,1
5227,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:50 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240648.jpg,1
5257,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:51 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240678.jpg,1
5323,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:51 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240744.jpg,1
5343,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:52 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240764.jpg,1
5223,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:50 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240644.jpg,1
5187,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:50 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240608.jpg,1
5286,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:51 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240707.jpg,1
5219,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:50 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240640.jpg,1
3925,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:37 AM,02.07.18_4237688_pos5_kurz/227MEDIA/Y0240346.jpg,1
5207,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:50 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240628.jpg,1
5216,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:50 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240637.jpg,1
5221,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:50 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240642.jpg,1
5225,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:50 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240646.jpg,1
5298,02.07.18_4237688_pos5_kurz-2018-02-07,02/07/18 09:51 AM,02.07.18_4237688_pos5_kurz/228MEDIA/Y0240719.jpg,1
17857,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:39 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210563.jpg,0
16156,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:22 AM,03+04.07.18_3403289_pos2_kurz/182MEDIA/Y0210862.jpg,0
16849,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:29 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210555.jpg,0
17651,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:37 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210357.jpg,0
16915,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:30 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210621.jpg,0
17495,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:36 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210201.jpg,0
18121,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:42 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210827.jpg,0
15742,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:18 AM,03+04.07.18_3403289_pos2_kurz/182MEDIA/Y0210448.jpg,0
18052,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:41 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210758.jpg,0
15930,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:20 AM,03+04.07.18_3403289_pos2_kurz/182MEDIA/Y0210636.jpg,0
18160,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:42 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210866.jpg,0
15998,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:21 AM,03+04.07.18_3403289_pos2_kurz/182MEDIA/Y0210704.jpg,0
17291,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:34 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210997.jpg,0
17372,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:34 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210078.jpg,0
18177,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:42 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210883.jpg,0
16436,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:25 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210142.jpg,0
15951,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:20 AM,03+04.07.18_3403289_pos2_kurz/182MEDIA/Y0210657.jpg,0
15985,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:21 AM,03+04.07.18_3403289_pos2_kurz/182MEDIA/Y0210691.jpg,0
17706,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:38 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210412.jpg,0
16300,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:24 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210006.jpg,0
15627,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:17 AM,03+04.07.18_3403289_pos2_kurz/182MEDIA/Y0210333.jpg,1
15575,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:17 AM,03+04.07.18_3403289_pos2_kurz/182MEDIA/Y0210281.jpg,1
18283,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:43 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210989.jpg,1
15729,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:18 AM,03+04.07.18_3403289_pos2_kurz/182MEDIA/Y0210435.jpg,1
18410,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:44 AM,03+04.07.18_3403289_pos2_kurz/185MEDIA/Y0210116.jpg,1
17700,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:38 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210406.jpg,1
15685,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:18 AM,03+04.07.18_3403289_pos2_kurz/182MEDIA/Y0210391.jpg,1
18314,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:44 AM,03+04.07.18_3403289_pos2_kurz/185MEDIA/Y0210020.jpg,1
16607,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:27 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210313.jpg,1
16592,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:27 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210298.jpg,1
17562,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:36 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210268.jpg,1
15576,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:17 AM,03+04.07.18_3403289_pos2_kurz/182MEDIA/Y0210282.jpg,1
16595,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:27 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210301.jpg,1
17037,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:31 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210743.jpg,1
17590,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:36 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210296.jpg,1
16499,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:26 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210205.jpg,1
16632,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:27 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210338.jpg,1
17202,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:33 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210908.jpg,1
17609,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:37 AM,03+04.07.18_3403289_pos2_kurz/184MEDIA/Y0210315.jpg,1
16512,03+04.07.18_3403289_pos2_kurz-2018-04-07,04/07/18 09:26 AM,03+04.07.18_3403289_pos2_kurz/183MEDIA/Y0210218.jpg,1
20927,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:45 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260544.jpg,0
18915,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:25 AM,03+04.07.18_4237688_pos5_kurz/232MEDIA/Y0260532.jpg,0
21070,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:46 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260687.jpg,0
18685,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:22 AM,03+04.07.18_4237688_pos5_kurz/232MEDIA/Y0260302.jpg,0
18816,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:24 AM,03+04.07.18_4237688_pos5_kurz/232MEDIA/Y0260433.jpg,0
19321,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:29 AM,03+04.07.18_4237688_pos5_kurz/232MEDIA/Y0260938.jpg,0
20956,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:45 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260573.jpg,0
19840,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:34 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260457.jpg,0
19500,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:30 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260117.jpg,0
20591,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:41 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260208.jpg,0
21546,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:51 AM,03+04.07.18_4237688_pos5_kurz/235MEDIA/Y0260163.jpg,0
21458,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:50 AM,03+04.07.18_4237688_pos5_kurz/235MEDIA/Y0260075.jpg,0
19098,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:26 AM,03+04.07.18_4237688_pos5_kurz/232MEDIA/Y0260715.jpg,0
19885,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:34 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260502.jpg,0
19471,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:30 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260088.jpg,0
18706,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:23 AM,03+04.07.18_4237688_pos5_kurz/232MEDIA/Y0260323.jpg,0
19796,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:33 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260413.jpg,0
20941,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:45 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260558.jpg,0
20993,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:45 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260610.jpg,0
19778,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:33 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260395.jpg,0
19939,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:35 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260556.jpg,1
20555,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:41 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260172.jpg,1
20214,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:38 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260831.jpg,1
20096,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:36 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260713.jpg,1
20029,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:36 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260646.jpg,1
21338,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:49 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260955.jpg,1
20540,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:41 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260157.jpg,1
20035,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:36 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260652.jpg,1
19935,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:35 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260552.jpg,1
21257,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:48 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260874.jpg,1
21299,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:48 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260916.jpg,1
21312,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:48 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260929.jpg,1
19921,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:35 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260538.jpg,1
20236,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:38 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260853.jpg,1
21355,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:49 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260972.jpg,1
20034,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:36 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260651.jpg,1
20070,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:36 AM,03+04.07.18_4237688_pos5_kurz/233MEDIA/Y0260687.jpg,1
20511,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:41 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260128.jpg,1
21286,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:48 AM,03+04.07.18_4237688_pos5_kurz/234MEDIA/Y0260903.jpg,1
19189,03+04.07.18_4237688_pos5_kurz-2018-04-07,04/07/18 09:27 AM,03+04.07.18_4237688_pos5_kurz/232MEDIA/Y0260806.jpg,1
23764,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:42 AM,03+04.07.18_4982033_pos3_kurz/171MEDIA/Y0160206.jpg,0
21566,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:20 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160095.jpg,0
23430,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:38 AM,03+04.07.18_4982033_pos3_kurz/170MEDIA/Y0160872.jpg,0
24548,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:49 AM,03+04.07.18_4982033_pos3_kurz/171MEDIA/Y0160990.jpg,0
23256,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:37 AM,03+04.07.18_4982033_pos3_kurz/170MEDIA/Y0160698.jpg,0
23586,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:40 AM,03+04.07.18_4982033_pos3_kurz/171MEDIA/Y0160028.jpg,0
24638,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:50 AM,03+04.07.18_4982033_pos3_kurz/172MEDIA/Y0160080.jpg,0
22432,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:29 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160961.jpg,0
22373,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:28 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160902.jpg,0
24234,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:46 AM,03+04.07.18_4982033_pos3_kurz/171MEDIA/Y0160676.jpg,0
22328,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:28 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160857.jpg,0
23274,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:37 AM,03+04.07.18_4982033_pos3_kurz/170MEDIA/Y0160716.jpg,0
22007,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:24 AM,03+04.07.18_4982033_pos3_kurz/169MEDIA/Y0160536.jpg,0
23053,03+04.07.18_4982033_pos3_kurz-2018-03-07,03/07/18 09:35 AM,03+04.07.18_4982033_pos3_kurz/170MEDIA/Y0160495.jpg,0
